Review_ID,Platform,Source,Date,Username,Title,Text,Score,Product_Tag,URL,Sentiment,Sentiment_Score,L1_Category,L2_Specific_Issue
0f78ccb7-c9d1-483c-9d86-aaacadd7c75f,Google Play,Play Store -- District,18/05/2026,Divya jain,,"They post false events and falsely claim that the Event did take place. Then don't refund money. waste of time, energy and money. Think 100 times before booking through this app.",1,District,https://play.google.com/store/apps/details?id=com.application.zomato.district,Negative,0.532,"Customer Support & Resolution, Events & Venues","Refund & Policy Disputes, Ticketing & Booking"
4acd2725-5f59-4432-ad94-0aa5474d407c,Google Play,Play Store -- District,28/03/2026,Edwin Chirayath,,"Scammers! Twice I got scammed. When I booked dining I got offers. But at the time of payment, offers were missing. When I booked movie ticket they gave snack and payment vouchers in separate sections. But they did not mention only one can be applied. At checkout they removed one voucher. And when I contacted support the support person's chat was not coming through, so she called me. During the call when she could not find a solution, she cut the call and left me hanging.",1,District,https://play.google.com/store/apps/details?id=com.application.zomato.district,Negative,-0.315,"Customer Support & Resolution, Ease of Use & Digital Experience, Events & Venues","Agent Helpfulness, App/Website Navigation, Checkout & Payment Process, Ticketing & Booking"
4590b08a-3d7c-4d52-892b-d93e152761e5,Google Play,Play Store -- District,14/05/2026,Jatin Arora,,"Overpriced and Poorly Managed ​Rating: ⭐☆☆☆☆ ​A total disappointment. The tickets were overpriced, the app location was incorrect, and the venue management was chaotic. ​Extortionate Costs: High parking fees with zero security and vastly overpriced food/water (outside items were banned). ​Logistics: The app provided the wrong location and crashed when I tried to leave a negative review. ​Experience: It felt like a profit-driven scheme with no regard for basic facilities or audience comfort.",1,District,https://play.google.com/store/apps/details?id=com.application.zomato.district,Negative,-0.912,"Ease of Use & Digital Experience, Events & Venues, Value & Pricing","Entry & Management, Location & City Availability, Price & Affordability, Venue Experience (Crowd/Seating)"
bc881283-ff8d-4d08-b26d-1c5680410c92,Google Play,Play Store -- District,22/04/2026,Ankush Mulgir,,scam alert!! don't get excited looking at offer's. you need to pay huge convenience fee for useless and cheap service. never believe on this app. they don't show the convenience fee while booking the table. for 2k bill had i paid 265 rupees convenience fee. save your money,1,District,https://play.google.com/store/apps/details?id=com.application.zomato.district,Negative,-0.48,"Events & Venues, Value & Pricing","Promotions & Loyalty, Ticketing & Booking"
29de04e2-f6d2-48a0-86a7-a6933d6c8815,Google Play,Play Store -- District,08/02/2026,SIDDHESH PATIL,,"I’m really disappointed with the hidden costs associated with the District Pass. I purchased the pass expecting a genuine stackable discount, but the math doesn't add up. While the restaurant offers a flat 50% discount, the District Pass is supposed to provide an additional 5%. However, I was charged a ₹500 ""processing fee"" on my payment. This fee effectively wiped out the entire extra discount I was promised, and in some cases, makes the final bill higher than if I hadn't used the pass at all.",1,District,https://play.google.com/store/apps/details?id=com.application.zomato.district,Negative,0.572,"Ease of Use & Digital Experience, Value & Pricing","Checkout & Payment Process, District Pass & Subscriptions, Promotions & Loyalty"
16a18bae-cd1d-4e56-8753-ddb5a86ee9b5,Google Play,Play Store -- District,14/04/2026,sai krishna,,"most worst app friends if u wanna book IPL tickets stay away from this app it lets you wait for hours and then at last when it ur que it simply says tickets are sold out. I have not experienced it just once,I am posting this review after trying for 5 or 6 times(matches) they just block the tickets and sold them in black market.",1,District,https://play.google.com/store/apps/details?id=com.application.zomato.district,Negative,-0.652,Events & Venues,Ticketing & Booking
a1b1acfb-f8c5-443f-a6e0-9277c537db81,Google Play,Play Store -- District,23/05/2026,Amritha SR,,"App shows invalid offers and cashback. When complaint is raised, the customer service shamelessly lie about clauses not mentioned ANYWHERE in the app or offer. Massive scam, encouraging everyone reading this to never use this app. Don't support these scammers, would've raised in court if I was jobless enough",1,District,https://play.google.com/store/apps/details?id=com.application.zomato.district,Negative,-0.755,"Customer Support & Resolution, Value & Pricing","Agent Helpfulness, Promotions & Loyalty"
27c2b6ba-4134-409e-bdbd-a298d0c33dac,Google Play,Play Store -- District,25/04/2026,Vikas S,,"The ui is fluid, gives many offers ,the experience is good but please show what screen number we are booking in the booking page it is too difficult now apart from this the app is good. I also love how it combines dining , entertainment, concert and many other services in a single app.",5,District,https://play.google.com/store/apps/details?id=com.application.zomato.district,Positive,0.945,"Ease of Use & Digital Experience, Events & Venues","App/Website Navigation, Ticketing & Booking"
e8301fe4-92da-4bf0-bf92-c1aeab4eb14b,Google Play,Play Store -- District,31/05/2026,HARI HARAN,,"user friendly ui for quick and effortless booking as well as refund process, one of the easy ways to enjoy our weekend with movies. would recommend to others if they don't use it ..",5,District,https://play.google.com/store/apps/details?id=com.application.zomato.district,Positive,0.942,"Customer Support & Resolution, Ease of Use & Digital Experience, Events & Venues","App/Website Navigation, Refund & Policy Disputes, Ticketing & Booking"
ce48125a-d80f-40d5-88bb-587d70a9ae01,Google Play,Play Store -- District,26/05/2026,Shiva Raghava,,"I booked a ticket for the movie 'Karuppu' at Palladam Arunodhayam theatre. I also booked snacks along with it and paid the money. There has been no response from the Arunodhayam theatre side. The snacks have not arrived till now. It is taking up all the time. Please, no one use this app.",1,District,https://play.google.com/store/apps/details?id=com.application.zomato.district,Negative,-0.273,"Customer Support & Resolution, Events & Venues","Agent Helpfulness, Ticketing & Booking"
3ff6e15b-3115-48a2-8da8-c2f9c07a7066,Google Play,Play Store -- District,27/05/2026,Prakash Sarraff,,"Beware of this scamming app. If they cashback, it is only for 7 days and you have to spend a certain amount to avail it. Both are unfair and wrong practice and they are making fool of ppl.",1,District,https://play.google.com/store/apps/details?id=com.application.zomato.district,Negative,-0.791,Uncategorized/General Feedback,No Specific Issue Stated
4bb6341e-f1b0-42f4-85e8-41577f952d46,Google Play,Play Store -- District,07/06/2026,Shubham Mangla,,"This application is very versatile, premium budget to budget friendly, every great cafe, restaurant is listed here with appropriate discount purposal plus facility for table booking.. Awesome App great work guys 👍",5,District,https://play.google.com/store/apps/details?id=com.application.zomato.district,Positive,0.948,"Events & Venues, Value & Pricing","Promotions & Loyalty, Ticketing & Booking"
013cf0f2-76cf-4c6a-9333-1078bf2dfd93,Google Play,Play Store -- District,11/04/2026,Ayush Ramgirwar,,I recently booked a ticket for hail Marry and the show was cancelled by the theatre and I haven't received any kind of info about that when I raised this issue with their team they continuously said we are working on it and haven't received any kind of satisfactory answer from them ... how can someone have such an incompetent team that they cannot solve an issue within the whole day... pathetic service...that's why bookmyshow is better than this trash,1,District,https://play.google.com/store/apps/details?id=com.application.zomato.district,Negative,-0.699,Events & Venues,Ticketing & Booking
5e95c59b-189c-49ea-ad57-148c6187385e,Google Play,Play Store -- District,11/04/2026,Nibin Baby,,"the only app which gives ticket discount of Rs 50 in the name of 500/-, by adding convenience fee, tax on convenience, no inconvenience, tax on no inconvenience, ticket fee, payment fee, existence fee, poor service fee, and any other fees One can think of and tax thereon.",5,District,https://play.google.com/store/apps/details?id=com.application.zomato.district,Positive,0.031,"Ease of Use & Digital Experience, Events & Venues, Value & Pricing","Checkout & Payment Process, Fees & Surcharges, Promotions & Loyalty, Ticketing & Booking"
b92aefae-b49b-4531-909f-98ee73d4ff2e,Google Play,Play Store -- District,12/04/2026,arun j,,"Awesome and seamless booking experience. The conveyance charge is comparatively nominal.Lot of bank offers as well. I regularly use this app for dining, movies booking",5,District,https://play.google.com/store/apps/details?id=com.application.zomato.district,Positive,0.735,Events & Venues,Ticketing & Booking
81348ff1-161a-47d1-b0ba-921fd3dd5f17,Google Play,Play Store -- District,25/04/2026,Deekshith N Gowda,,"Discounts are good and definitely attractive, but the platform needs to ensure proper ratings and quality checks for listed venues. The place we visited was quite disappointing — the overall experience was below expectations. Better filtering based on ratings and recent reviews would really help users avoid such venues.",4,District,https://play.google.com/store/apps/details?id=com.application.zomato.district,Positive,0.794,Uncategorized/General Feedback,No Specific Issue Stated
35de1139-1c3a-4cdb-8d77-fbe27bfaf2bc,Google Play,Play Store -- District,18/04/2026,KAPIL GUPTA,,very poor experience they show the wrong distance initially while booking the movie and then distance changes later on and there is no option to cancel the ticket.,1,District,https://play.google.com/store/apps/details?id=com.application.zomato.district,Negative,-0.866,"Ease of Use & Digital Experience, Events & Venues","App/Website Navigation, Ticketing & Booking"
4c6c80ff-27ce-4d7d-bc36-3a381f0c3172,Google Play,Play Store -- District,02/05/2026,S P,,don't use this app ...option u can see cancel the ticket is fraudulently used to lure customers. u cannot cancel the ticket. I was a regular user but now I stopped using this app forever and whatever the other apps owners have.,1,District,https://play.google.com/store/apps/details?id=com.application.zomato.district,Negative,-0.357,Events & Venues,Ticketing & Booking
30b66372-522a-42d6-8a03-1a4b0228fe97,Google Play,Play Store -- District,06/04/2026,Pradeep Kumar,,"District gives a nice qr scanner to pay at outlets. But they have one scanner for different outlets . if I miss to select. money gone. I scan at mg road chai point, the default selection is church street, how do someone know ??? payment done. money gone. nice !",1,District,https://play.google.com/store/apps/details?id=com.application.zomato.district,Negative,0.652,Ease of Use & Digital Experience,Checkout & Payment Process
68ca800c-4f15-4b94-b572-6a00f0e83c93,Google Play,Play Store -- District,25/04/2026,AYON BHOWMIK,,worst app ever with false information. no updates regarding dining restaurant is available. coupon can't be redeemed. and restaurants don't accept payment through district,1,District,https://play.google.com/store/apps/details?id=com.application.zomato.district,Negative,-0.87,"Ease of Use & Digital Experience, Value & Pricing","Checkout & Payment Process, Promotions & Loyalty"
ae6c1f14-f2cf-4369-81ff-1124b855cc76,Google Play,Play Store -- District,24/04/2026,OMM PRAKASH,,don't install this app the worst app ever i have installed in 2026 . I was trying to book movie tickets through this app but everytime got cancelled but money from my account has been debited. It's been 2 Days my money has not been refunded,1,District,https://play.google.com/store/apps/details?id=com.application.zomato.district,Negative,-0.643,Uncategorized/General Feedback,No Specific Issue Stated
